ISBN,Book-Title,Book-Author
1558743790,A 3rd Serving of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield
1551669374,Sisters Found,Joan Johnston
0553096834,Couplehood,Paul Reiser
0684871262,Speaking In Tongues : A Novel,Jeffery Deaver
0451202473,Bones,Jan Burke
0345335287,The Black Unicorn (Magic Kingdom of Landover Novel),Terry Brooks
0553264079,I'll Take Manhattan,Judith Krantz
0836218310,Far Side Gallery 3 Paperback,Gary Larson
0671741039,Swan Song,Robert McCammon
0679736379,Sophie's Choice,William Styron
0345310020,Chronicle of a Death Foretold,GABRIEL GARCIA MARQUEZ
055334949X,Even Cowgirls Get the Blues,Tom Robbins
0060927240,"Rule of the Bone : Novel, A",Russell Banks
0440225108,The Plague Tales,ANN BENSON
0425192938,Pattern Recognition,William Gibson
0553573314,The Diamond Age,Neal Stephenson
0061092002,Galilee,Clive Barker
0553280147,Till We Meet Again,Judith Krantz
8495501198,Memorias de una geisha,Arthur Golden
0446612731,The Black Echo,Michael Connelly
0373218540,Dangerous,Nora Roberts
0894809946,What to Expect the Toddler Years,Arlene Eisenberg
0553211668,Candide (Candide),Francois M. Voltaire
0385475713,Alias Grace,Margaret Atwood
0553373803,The Fifth Sacred Thing,Starhawk
0552146145,,
0805056645,Are You Somebody? : The Accidental Memoir of a Dublin Woman,Nuala O'Faolain
0425125467,Harmful Intent,Robin Cook
0064400565,Stuart Little,E. B. White
0060008024,Angels,Marian Keyes
0449206475,The Witches of Eastwick,John Updike
3442453305,Herr Lehmann.,Sven Regener
0670031046,In This Mountain,Jan Karon
1551668866,Twilight Hunger,Maggie Shayne
0345335708,"Castle of Wizardry (The Belgariad, Book 4)",David Eddings
0380704587,The Ladies of Missalonghi,Colleen McCullough
0743448642,Whispers and Lies,Joy Fielding
0811824829,52 Deck Series: 52 Ways to Celebrate Friendship,Lynn Gordon
0060192704,"Beauty Fades, Dumb Is Forever: The Making of a Happy Woman",Judy Sheindlin
0062505319,The Woman's Comfort Book : A Self-Nurturing Guide for Restoring Balance in Your Life,Jennifer Louden
0441359175,I Will Fear No Evil,Robert A. Heinlein
0553256696,Hiding Place,Corrie Ten Boom
0671025341,"A Rage To Kill and Other True Cases : Anne Rule's Crime Files, Vol. 6 (Ann Rule's Crime Files)",Ann Rule
0811828964,The Bad Girl's Guide to Getting What You Want,Cameron Tuttle
014034893X,"Roll of Thunder, Hear My Cry",Mildred D. Taylor
0440237300,Three Weeks in Paris,BARBARA TAYLOR BRADFORD
0684841347,ONE DAY MY SOUL JUST OPENED UP : 40 DAYS AND 40 NIGHTS TOWARD SPIRITUAL STRENGTH AND PERSONAL GROWTH,Iyanla Vanzant
080410946X,Object Lessons,Anna Quindlen
0316735736,All He Ever Wanted: A Novel,Anita Shreve
0375501347,Amy and Isabelle,Elizabeth Strout
3499226375,Mondscheintarif,Ildiko Von Kurthy
0515117234,Wild Horses,Dick Francis
0380792648,Subterranean,James Rollins
0440209803,Get Shorty,Elmore Leonard
0385335431,Answered Prayers,Danielle Steel
0061006629,Fatherland,Robert Harris
0399148779,Eleventh Hour: An FBI Thriller,Catherine Coulter
0811807282,The Secret Language of Dreams: A Visual Key to Dreams and Their Meanings,David Fontana
0679744479,Written on the Body,Jeanette Winterson
0156907399,To the Lighthouse,Virginia Woolf
0373250290,Carrie Pilby (Red Dress Ink (Paperback)),Caren Lissner
0399148450,Widow's Walk (Spenser Mysteries (Hardcover)),Robert Parker
0425081818,The Talisman,Stephen King
3423201509,Die Weiss Lowin / Contemporary German Lit,Henning Mankell
0553109588,More Letters from a Nut,Ted L. Nancy
0515087947,The Cat Who Turned on and Off (Cat Who... (Paperback)),Lilian Jackson Braun
0312313810,The Dirty Girls Social Club: A Novel,Alisa Valdes-Rodriguez
0345420748,While I Was Gone,Sue Miller
0786886463,A Density of Souls,Christopher Rice
067189109X,The Blessing,Jude Deveraux
0553577123,The Diary of a Young Girl: The Definitive Edition,Anne Frank
043912042X,Esperanza Rising,Pam Munoz Ryan
0440539811,"The Illuminatus Trilogy: The Eye in the Pyramid, the Golden Apple &amp; Leviathan",Robert Shea
0684849690,The SECRET DIARY OF ANNE BOLEYN,Robin Maxwell
0062516590,"The Legacy of Luna: The Story of a Tree, a Woman and the Struggle to Save the Redwoods",Julia Hill
0375704027,Norwegian Wood (Vintage International Original),Haruki Murakami
0553272586,Farewell to Manzanar: A True Story of Japanese American Experience During and  After the World War II Internment,Jeanne W. Houston
0425175111,A Stitch in Time (Needlecraft Mysteries),Monica Ferris
0446606243,The Tenth Justice,Brad Meltzer
0451184327,First Offense,Nancy Taylor Rosenberg
0394747232,Maus a Survivors Tale: My Father Bleeds History,Art Spiegelman
1551668270,Cold Tea On A Hot Day,Curtiss Matlock
0553107305,Chopping Spree,DIANE MOTT DAVIDSON
0380724979,Sanctuary (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman
055329461X,The Difference Engine,WILLIAM GIBSON
0553076256,Half Asleep in Frog Pajamas,Tom Robbins
0743464672,Getting Over Jack Wagner,Elise Juska
0446310492,To Kill a Mockingbird,Harper Lee
068416325X,The GREAT GATSBY (Scribner Classic),F. Scott Fitzgerald
0446359750,Devices and Desires,Phyllis White
0446363669,The Doomsday Conspiracy,Sidney Sheldon
0743260244,Against All Enemies: Inside America's War on Terror,Richard A. Clarke
0345298349,Gorky Park,Martin Cruz Smith
1881273156,The Five Love Languages: Five Love Languages,Gary Chapman
0449211479,The Source,James A. Michener
0425188361,"Cerulean Sins: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton
0439049962,Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space,Dav Pilkey
0312978332,Name Dropping : What If Two Very Different Women Had The Same Exact Name?,Jane Heller
0375501371,A Widow for One Year : A Novel,JOHN IRVING
1857231384,,
067945960X,Monster: A Novel,Jonathan Kellerman
044098761X,A Wind in the Door (Laurel Leaf Books),Madeleine L'Engle
1878448900,Girl in Hyacinth Blue,Susan Vreeland
0451521951,The Count of Monte Cristo,Alexandre Dumas
051511605X,Undue Influence,Steven Paul Martini
006019443X,"The Sinister Pig (Hillerman, Tony)",Tony Hillerman
1558531564,"Live and Learn and Pass It on: People Ages 5 to 95 Share What They'Ve Discovered About Life, Love, and Other Good Stuff (Live &amp; Learn &amp; Pass It on)",H. Jackson Brown
0771055706,,
0812542835,Reliquary,Douglas Preston
0553287532,Wish You Were Here (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN
0446608122,The Edge of Town,Dorothy Garlock
0373484100,Night Tales,Nora Roberts
0836217012,Cows Of Our Planet (Far Side Series),Gary Larson
0140430113,Jane Eyre (Penguin Classics),Charlotte Bronte
084395048X,Lair of the Lion,Christine Feehan
0425104338,Stephen King's Danse Macabre,Stephen King
0380796090,Watermelon,Marian Keyes
0385721676,Oryx and Crake,MARGARET ATWOOD
0393314804,Trainspotting,Irvine Welsh
0451199685,False Pretenses,Catherine Coulter
0446608386,Killing Me Softly : A Novel of Obsession,Nicci French
0671873199,All That Glitters (Landry),V.C. Andrews
044023574X,After the Fire,Belva Plain
0786885416,The Hungry Ocean : A Swordboat Captain's Journey,Linda Greenlaw
0064440508,A Kiss for Little Bear,Else Holmelund Minarik
1551667193,311 Pelican Court,Debbie Macomber
0440213991,Guardian Angel,Sara Paretsky
034540047X,The Hotel New Hampshire,John Irving
0345253736,White Dragon,Anne Mccaffrey
0399136150,The Sum of All Fears,Tom Clancy
0517693119,More Than Complete Hitchhiker's Guide,Douglas Adams
055329315X,Reckless,Amanda Quick
0449702545,Homecoming,Cynthia Voigt
0399151273,Retribution,Jilliane Hoffman
0553250256,Catcher in the Rye,Salinger
051513306X,The Shape of Snakes,Minette Walters
0684826976,Undaunted Courage: Meriwether Lewis Thomas Jefferson and the Opening of the American West,Stephen Ambrose
0385234104,Fatherhood,Bill Cosby
0375504907,Reading Lolita in Tehran : A Memoir in Books,AZAR NAFISI
0812564375,Mount Dragon: A Novel,Douglas Preston
0553263218,The Pigman,PAUL ZINDEL
0316785261,The Fig Eater : A Novel,Jody Shields
0552526495,,
0451208080,The Short Forever,Stuart Woods
0380711524,See Jane Run,Joy Fielding
0439010772,The Ruby in the Smoke,Philip Pullman
0689710682,Mrs. Frisby and the Rats of Nimh,Robert C. O'Brien
0515130923,Dawn in Eclipse Bay,Jayne Ann Krentz
0393316041,"\Surely You're Joking, Mr. Feynman!\"": Adventures of a Curious Character""",Richard P. Feynman
0618002243,"The Return of the King (The Lord of The Rings, Part 3)",J. R. R. Tolkien
0836220625,Far Side Gallery,Gary Larson
0689710879,The Dark Is Rising,Susan Cooper
0385484011,Bitch: In Praise of Difficult Women,Elizabeth Wurtzel
0684864843,The Vineyard : A Novel,Barbara Delinsky
0684842696,UNDERWORLD,Don DeLillo
0060194790,Waiting : The True Confessions of a Waitress,Debra Ginsberg
0553213156,Anne of Ingleside (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY
0345422392,Vittorio the Vampire: New Tales of the Vampires,Anne Rice
0385260083,The Robber Bride,Margaret Atwood
0505524090,Dark Challenge,Christine Feehan
0156006219,The Magician's Assistant,Ann Patchett
0099866005,,
0345453743,The Ultimate Hitchhiker's Guide to the Galaxy,DOUGLAS ADAMS
0060987324,Girlfriend in a Coma,Douglas Coupland
0452281423,The Claiming of Sleeping Beauty (Sleeping Beauty),A.N. Roquelaure
1573223328,"Across the Nightingale Floor (Tales of the Otori, Book One)",Lian Hearn
0380762587,You Belong to Me,Johanna Lindsey
0552525952,,
1573221775,My Dream of You,Nuala O'Faolain
0099993805,Pelican Brief,John Grisham
0380718839,Booked to Die (Cliff Janeway Novels (Paperback)),John Dunning
0553269216,Rainbow Valley (Anne of Green Gables Novels (Paperback)),L. M. Montgomery
051512463X,The Cat Who Sang for the Birds (Cat Who... (Paperback)),Lilian Jackson Braun
0671689746,Sweet Liar,Jude Deveraux
0743230051,He Sees You When You're Sleeping : A Novel,Mary Higgins Clark
0375725601,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",Erik Larson
0679751114,Hotel Pastis : A Novel of Provence,PETER MAYLE
0671741209,Stranger Is Watching,Mary Higgins Clark
0446603392,Strange Highways,Dean Koontz
006091565X,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,Harriet Lerner
0752848224,Resurrection Men (Inspector Rebus S.),Ian Rankin
1580628362,Please Stop Laughing at Me: One Woman's Inspirational Story,Jodee Blanco
015668568X,"Old Possum's Book of Practical Cats, Illustrated Edition",T.S. Eliot
0385335121,Tara Road,Maeve Binchy
3257227264,Die HÃ?Â¤upter meiner Lieben.,Ingrid Noll
0316910333,Gossip Girl #1 : A Novel by Cecily von Ziegesar (Gossip Girl),Cecily Von Ziegesar
0380817144,Lord of the Silent: A Novel of Suspense,Elizabeth Peters
0671746723,Dirk Gently's Holistic Detective Agency,Douglas Adams
0786884142,A Monk Swimming : A Memoir,Malachy McCourt
031286504X,I Am Legend,Richard Matheson
0349110859,,
0525934960,The Te of Piglet,Benjamin Hoff
0449227545,The Hammer of Eden: A Novel,Ken Follett
0688149790,Babyhood,Paul Reiser
0060084405,Bread Alone : A Novel,Judith R. Hendricks
0763618292,Witch Child,Celia Rees
0425174808,Tom Clancy's Op-Center: Divide and Conquer (Tom Clancy's Op Center (Paperback)),Tom Clancy
081257639X,"Faith of the Fallen (Sword of Truth, Book 6)",Terry Goodkind
0515128015,Eclipse Bay,Jayne Ann Krentz
0140272658,Are You Experienced?,William Sutcliffe
0061054437,Waking the Moon,Elizabeth Hand
0020198817,The GREAT GATSBY (A Scribner Classic),F. Scott Fitzgerald
0440224772,Mirror Image,Danielle Steel
0380470845,The Fulfillment,LaVyrle Spencer
8817106259,Seta,Alessandro Baricco
0006550576,Red Leaves,Paullina Simons
0670031208,Shepherds Abiding,Jan Karon
0786866772,The Lobster Chronicles: Life on a Very Small Island,Linda Greenlaw
031298250X,America : A Jake Grafton Novel (A Jake Grafton Novel),Stephen Coonts
0064405052,The Magician's Nephew (Narnia),C. S. Lewis
0836220870,"Hound Of The Far Side (Far Side Books, Collection No 7)",Gary Larson
0679732241,The Sound and the Fury (Vintage International),WILLIAM FAULKNER
0446612626,Reversible Errors,Scott Turow
037325024X,Out of the Blue (Red Dress Ink (Paperback)),Isabel Wolff
0812533666,Isle of Woman (Geodyssey),Piers Anthony
0451207645,The Oath,John Lescroart
0452281202,The Evolution of Jane,Cathleen Schine
0380619458,The Mosquito Coast,Paul Theroux
0380815931,In the Beginning...was the Command Line,Neal Stephenson
038089968X,Chain Letter (Avon Camelot Books (Paperback)),Christopher Pike
0743431030,Mother of Pearl,Melinda Haynes
0679722645,The Maltese Falcon (Vintage Crime/Black Lizard),DASHIELL HAMMETT
044900483X,Children of God (Ballantine Readers Circle),Mary Doria Russell
044029584X,,
8477204055,El caballero de la armadura oxidada,Robert Fisher
0061093327,Low Country,Anne Rivers Siddons
0553800949,Final Target,Iris Johansen
051511264X,Prime Witness,Steven Paul Martini
0679731377,A History of the World in 10 1/2 Chapters (Vintage International),Julian Barnes
0141001771,Welcome to My Planet: Where English Is Sometimes Spoken,Shannon Olson
051513175X,The Descent,Jeff Long
0618129030,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien
0749391308,,
0141002077,Cherry: A Memoir,Mary Karr
042516828X,Sudden Mischief,Robert B. Parker
0252006860,Their eyes were watching God: A novel,Zora Neale Hurston
0373250142,Dating Without Novocaine (Red Dress Ink),Lisa Cach
0446357405,The Other Side of Midnight,Sidney Sheldon
0399149244,Tricky Business,Dave Barry
0399138749,Mr. Murder,Dean R. Koontz
014027927X,Ralph's Party,Lisa Jewell
0743406184,If Only It Were True,Marc Levy
0399152288,R is for Ricochet,Sue Grafton
055214598X,,
0743456173,Just the Way You Are,Christina Dodd
1558532161,Life's Little Instruction Book; Volume II,H. Jackson Brown
0345316002,Killashandra,Anne McCaffrey
0451526554,Jane Eyre (Signet Classics (Paperback)),Charlotte Bronte
0449223043,Guardian,John Saul
1566840287,The Christmas Box (Christmas Box Trilogy),Richard Paul Evans
0671000314,FLOOD TIDE,Clive Cussler
1573229628,Prozac Nation: Young and Depressed in America,Elizabeth Wurtzel
0380753022,Gentle Rogue (Malory Novels (Paperback)),Johanna Lindsey
0743418131,Deck the Halls (Holiday Classics),Mary Higgins Clark
0062501860,Plain and Simple : A Journey to the Amish (Ohio),Sue Bender
0061098361,Circle of Three: A Novel,Patricia Gaffney
0452281636,Ralph's Party,Lisa Jewell
0440214114,Mixed Blessings,DANIELLE STEEL
0786808012,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer
0064471098,The Silver Chair,C. S. Lewis
0670896764,A Day Late and a Dollar Short,Terry McMillan
0345410017,Fahrenheit 451,RAY BRADBURY
0395869463,The Bookshop : A Novel,Penelope Fitzgerald
0451523385,Wuthering Heights (Signet Classic),Emily Bronte
0915811006,Way of the Peaceful Warrior: A Book That Changes Lives (Peaceful Warrior),Dan Millman
0385336314,Dating Game,Danielle Steel
0440225590,Cuba Libre,Elmore Leonard
0140046569,Changing Places,David Lodge
0446609781,Beneath the Skin,Nicci French
0399151060,"Remember When (Roberts, Nora)",Nora Roberts
0451198638,The Other Side and Back: A Psychic's Guide to Our World and Beyond,Sylvia Browne
0061020656,Pyramids (Discworld Novels (Paperback)),Terry Pratchett
0060090375,Lucy Sullivan Is Getting Married,Marian Keyes
0375412557,Death in Holy Orders (Adam Dalgliesh Mysteries (Hardcover)),P.D. JAMES
0060198346,The Sky Is Falling,Sidney Sheldon
0425187055,"Tom Clancy's Power Plays: Cutting Edge (Power Plays, 6)",Tom Clancy
037576092X,Autobiography of a Fat Bride : True Tales of a Pretend Adulthood,LAURIE NOTARO
0142000221,Cause Celeb,Helen Fielding
0515122408,The Cat Who Tailed a Thief,Lilian Jackson Braun
0679447156,Eight Weeks to Optimum Health: A Proven Program for Taking Full Advantage of Your Body's Natural Healing Power (Proven Program for Taking Full Advantage of Your Body's Natural Healing Power),Andrew Weil
0375701427,American Pastoral,Philip Roth
0515131091,Out of This World,J. D. Robb
0140620125,Wuthering Heights (Penguin Popular Classics),Emily Bronte
0671874349,LIFE AFTER GOD : LIFE AFTER GOD,Douglas Coupland
0743412273,Pet Sematary,Stephen King
0553295276,Beauty,Sheri S. Tepper
0449002985,Your Oasis on Flame Lake (Ballantine Reader's Circle),LORNA LANDVIK
0449006565,The Whitechapel Conspiracy,Anne Perry
0689711816,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg
0671744208,Castles,Julie Garwood
0679763309,An Unquiet Mind,Kay R. Jamison
0515134465,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton
0671525808,So Long and Thanks for all the Fish,Douglas Adams
0671434225,CONTACT,Carl Sagan
0449149986,If I'd Killed Him When I Met Him (Elizabeth MacPherson Novels (Paperback)),SHARYN MCCRUMB
0671040588,Boone's Lick : A Novel,Larry McMurtry
3551551677,Harry Potter und der Stein der Weisen,Joanne K. Rowling
0425163865,Detective: A Novel,Arthur Hailey
0440166497,Once in a Lifetime,Danielle Steel
0375708111,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene
0060953691,La Cucina: A Novel of Rapture,Lily Prior
0446519790,Unspeakable,Sandra Brown
0553269224,Rilla of Ingleside (Anne of Green Gables Novels (Paperback)),L. M. Montgomery
0451166604,Small Sacrifices: A True Story of Passion and Murder,Ann Rule
0061054909,Love in Vein,Poppy Z. Brite
0385259956,,
0385316917,Special Delivery,Danielle Steel
0345404777,No Safe Place,RICHARD NORTH PATTERSON
0399138250,Without Remorse,Tom Clancy
0812540336,"The Visitant (The Anasazi Mysteries, Book 1)",Kathleen O'Neal Gear
0006513204,,
0385306024,Accident,Danielle Steel
0060972122,The Mysteries of Pittsburgh,Michael Chabon
0394561619,Love in the Time of Cholera,GABRIEL GARCIA MARQUEZ
0440225698,The Klone and I: A High-Tech Love Story,Danielle Steel
0515134481,Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton
0425174484,"Expecting Adam: A True Story of Birth, Rebirth, and Everyday Magic",Martha Beck
0446610127,Fearless Jones (Fearless Jones Novels (Paperback)),Walter Mosley
0836220854,Far Side Gallery 2,Gary Larson
344244392X,Das Tagebuch Der Bridget Jones,Helen Fielding
